System*,Property Name,Property Address 1,Property City,Property State*,Property Zip,Units Count,Service Status*,Contract Status*,Property Type*,Risk Status*,Expiration Date,Effective Date,House Misc Code,Sales Stage *,Assigned AE *,In Stage Date,MDU Complex ID,Opportunity Type *,Opportunity Comments,No Sale Outcome *,No Sale Reason *
Chicago City,1957 - 1959 W. Chicago Avenue Apartments,1957 - 1959 W. Chicago Avenue,Chicago,IL,60622,16,Retail,Active,Apartment,>24,9/29/2026,9/29/2011,279F,Completed,"Butler, David",9/29/2011,407462,Renewal,,,
Chicago City,1957 - 2001 W. Lunt Avenue Apartments (Infinity Property Management Portfolio),1957 - 2001 W. Lunt Avenue,Chicago,IL,60626,22,Retail,Active,Apartment,>24,3/15/2020,3/15/2015,M771,,,,411765,,,,
Chicago City,1959-69 W Cullom Avenue,1959-69 W Cullom Avenue,Chicago,IL,60613,19,Retail,,Condominium,No Contract,,,740D,,,,218278,,,,
Chicago City,199 E. Lake Shore Drive Condominiums,199 E. Lake Shore Drive,Chicago,IL,60611,16,Bulk,Active,Condominium,>24,4/1/2018,4/1/2013,672E,Completed,"Metzer, Joshua",4/17/2013,10998,Renewal,"Letter sent 1/10/13. JM 10/29 - Currently in bulk contract on auto-renewal, expires 6/1/2013, OPPORTUNITY.",,
Chicago City,2 East Oak Condominiums,2 E. Oak Street,Chicago,IL,60611,304,Not Serviced,,Condominium,Not Serviced,,,,No Sale,"Butler, David",10/25/2012,420110,Win Back,,"Service, No New Agreement",Competitive Price
Chicago City,2 S. Mayfield,2 S. Mayfield,Chicago,IL,60644,16,Retail,Franchise,Apartment,LOF,,10/29/1997,4902,,,,74339,,,,
Chicago City,2 Sisters Apartments,5130 S. Kenwood,Chicago,IL,60615,82,Retail,Active,Apartment,>24,1/8/2020,1/8/2010,898C,Completed,"Neufeld, Richard",1/8/2010,391656,Renewal,"Part of Stuart Handler Real Estate Portfolio, managed by TLC Mgt.",,
Chicago City,20 E. Cedar Condominiums,20 E. Cedar Street,Chicago,IL,60611,48,Retail,,Condominium,No Contract,,,384C,Negotiating,"Metzer, Joshua",2/24/2015,72785,Win Back,"no contract, proposal sent",,
Chicago City,20 N. State Condominiums,20 N. State Street,Chicago,IL,60602,108,Retail,Active,Apartment,>24,10/14/2017,10/14/2002,830T,,,,73673,,,,
Chicago City,20 North Aberdeen Apartments,20 N. Aberdeen Street,Chicago,IL,60607,27,Retail,Active,Apartment,>24,6/30/2023,6/30/2013,180F,Completed,"Cesario, James",5/17/2013,422062,New Build,,,
Chicago City,200 E. Delaware Condominiums,200 E. Delaware Place,Chicago,IL,60611,178,Bulk,Active,Condominium,>24,1/15/2020,1/15/2015,680E,Completed,"Metzer, Joshua",12/11/2014,72927,Renewal,"Expires 1/15/2015, HD Dig St/HBO/SHO at $56.72.",,
Chicago City,200 E. Pearson Cooperative,200 E. Pearson Street,Chicago,IL,60611,11,Bulk,Active,Condominium,>24,5/1/2018,5/1/2013,604H,Completed,"Kung, Theresa",4/26/2013,11005,Renewal,,,
Chicago City,200 N. Central Apartments,200 N. Central,Chicago,IL,60644,43,Retail,Active,Apartment,>24,5/15/2025,5/15/2015,243B,Completed,"Corbin, Denise",4/30/2015,194926,Renewal,,,
Chicago City,200 N. Dearborn Condominiums,200 N. Dearborn,Chicago,IL,60602,309,Not Serviced,,Condominium,Not Serviced,,,,Contact Made,"Esler, Theodore",9/24/2015,434876,Win Back,,,
Chicago City,200 Squared f/k/a Lake & Wells Apartments,210 N. Wells Street,Chicago,IL,60606,329,Retail,Active,Apartment,>24,9/17/2025,9/17/2010,996A,Completed,"Butler, David",9/17/2010,395720,New Build,I am waiting on approval from Division.,,
Chicago City,2000 - 2010 N. Clifton Avenue Apartments (Kass Management Services Portfolio),2000 - 2010 N. Clifton Avenue,Chicago,IL,60614,18,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409263,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,2000 N. Lincon Park West Condominiums,2000 N. Lincoln Park West,Chicago,IL,60614,197,Not Serviced,,Condominium,Not Serviced,,,661H,No Sale,"Metsa, Lori",3/12/2012,75882,Renewal,Wolin Levin,No Right To Service,Other...
Chicago City,2000 W. Haddon Condominiums,2000 W. Haddon,Chicago,IL,60622,14,Retail,Active,Condominium,Auto-Renewed,9/25/2016,9/25/2015,4653,,,,75667,,,,
Chicago City,2000-02 W BIRCHWOOD AVE,2000-02 W BIRCHWOOD / 7506-10 N DAMEN,CHICAGO,IL,60645,16,Not Serviced,,Condominium,Not Serviced,,,,,,,216095,,,,
Chicago City,2000-2006 W WARREN BLVD,2000-2006 W WARREN BLVD,CHICAGO,IL,60612,18,Retail,,Condominium,No Contract,,,911D,,,,377005,,,,
Chicago City,2001 S. Calumet Condominiums,2001 S. Calumet,Chicago,IL,60616,59,Retail,Franchise,Condominium,LOF,,9/21/2001,772X,,,,72818,,,,
Chicago City,2001-07 W Fargo Condominiums,2001-07 W Fargo Condominiums/7400-10 N. Damen Ave,Chicago,IL,60645,32,Retail,Active,Condominium,>24,6/13/2021,6/13/2006,323B,,,,217550,,,,
Chicago City,2001-11 S PRAIRIE,2001-11 S PRAIRIE,CHICAGO,IL,60616,18,Retail,,Apartment,No Contract,,,837D,,,,176083,,,,
Chicago City,2007 N. Sedgwick Condominiums,2007 North Sedgwick Street,Chicago,IL,60614-4724,40,Bulk,Active,Condominium,Auto-Renewed,3/24/2020,3/24/2010,250K,Negotiating,"Metzer, Joshua",7/1/2015,11039,Renewal,"3/24/2015, then month-to-month",,
Chicago City,201 E. Chestnut Condominiums,201 E. Chestnut Street,Chicago,IL,60611,127,Bulk,Active,Condominium,>6<=12,4/18/2016,4/18/2006,602H,Negotiating,"Metzer, Joshua",4/23/2015,72814,Renewal,4/18/2016,,
Chicago City,2010 W. Pierce Apartments,2010 W. Pierce Avenue,Chicago,IL,60622,18,Retail,Active,Apartment,>24,10/31/2022,10/31/2012,373V,Completed,"Butler, David",10/30/2012,17562,Renewal,,,
Chicago City,2014 S Racine Avenue,2014 S Racine Avenue,Chicago,IL,60608,54,Retail,,Apartment,No Contract,,,918S,,,,206191,,,,
Chicago City,2014 W. Melrose Street Apartments,2014 W. Melrose Street,Chicago,IL,60618,5,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,371V,Completed,"Butler, David",6/22/2012,416858,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2020 Lincoln Park West Condominiums,2020 N. Lincoln Park West,Chicago,IL,60614,433,Not Serviced,,Condominium,Not Serviced,,,230F,No Sale,"Neufeld, Richard",2/6/2012,10961,Win Back,,No Right To Service,Competitive Price
Chicago City,2020 W Schiller Apartments,2020 W Schiller,Chicago,IL,60622,121,Retail,,Apartment,No Contract,,,4632,,,,429543,,,,
Chicago City,2023 N. Harlem Building,2023 N. Harlem Avenue,Chicago,IL,60707,42,Retail,Active,Apartment,>24,1/5/2020,1/5/2005,244B,,,,178569,,,,
Chicago City,2023 N. Racine Avenue Apartments (Kass Management Services Portfolio),2023 N. Racine Avenue,Chicago,IL,60614,6,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409265,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,2023 N. Sheffield Apartments,2023 N. Sheffield,Chicago,IL,60614,6,Retail,Expired,Apartment,Expired,11/19/2002,11/19/1999,,,,,9482,,,,
Chicago City,2023-27 N. California Apartments,2023-27 N. California Avenue,Chicago,IL,60647,19,Retail,Expired,Condominium,Expired,,,01X8,,,,188299,,,,
Chicago City,2025 - 2035 E. 72nd Street Apartments (Hyde Park Realty Portfolio),2025 - 2035 E. 72nd Street,Chicago,IL,60649,18,Retail,Expired,Apartment,Expired,9/22/2010,9/22/2000,987G,,,,409026,,,,
Chicago City,2025 N. Cleveland Condominiums,2025 N. Cleveland,Chicago,IL,60614,6,Retail,Active,Condominium,Auto-Renewed,12/7/2015,12/7/2014,,,,,72871,,,,
Chicago City,2026 S. WASHTENAW AVE,2026 S. WASHTENAW AVE,CHICAGO,IL,60608,,Not Serviced,,Unknown,Not Serviced,,,,,,,203215,,,,
Chicago City,2031 - 2041 W. Pierce Apartments,2031 - 2041 W. Pierce,Chicago,IL,60622,8,Retail,Active,Apartment,Auto-Renewed,5/1/2017,5/1/2012,907R,,,,73592,,,,
Chicago City,2032 W. Division Apartments,2032 W. Division,Chicago,IL,60622,18,Retail,Expired,Apartment,Expired,9/5/2006,9/5/2001,5173,,,,202937,,,,
Chicago City,2032-36 West Pierce,2032-36 West Pierce,Chicago,IL,60622,16,Retail,Expired,Apartment,Expired,7/2/2000,6/2/2000,5097,,,,74197,,,,
Chicago City,2034-2044 W. Warner,2034-2044 W. Warner,Chicago,IL,60618,12,Retail,Expired,Apartment,Expired,9/30/1999,8/31/1999,5044,,,,74238,,,,
Chicago City,2035 - 2039 W. Wellington Apartments,2035 - 2039 W. Wellington Avenue,Chicago,IL,60618,26,Retail,Active,Apartment,>24,9/29/2026,9/29/2011,256F,Completed,"Butler, David",9/29/2011,407456,Renewal,,,
Chicago City,2035 W. Arthur Apartments,2035 W. Arthur Avenue,Chicago,IL,60645,19,Retail,Active,Apartment,>24,3/1/2023,3/1/2013,271Z,Completed,"Cesario, James",3/15/2013,422545,New Build,,,
Chicago City,2036 S. Michigan Apartments,2036 S. Michigan Apartments,Chicago,IL,60616,75,Not Serviced,,Apartment,Not Serviced,,,,Contract Document Review,"Valerio Jr, Gill",7/21/2015,423380,New Build,,,
Chicago City,2038 N SPAULDING AVE,2038 N SPAULDING AVE,CHICAGO,IL,60647,10,Not Serviced,,Condominium,Not Serviced,,,,,,,221506,,,,
Chicago City,2038 W. Coulter Street Apartments,2038 W. Coulter Street,Chicago,IL,60608,6,Retail,Active,Apartment,>24,5/1/2023,5/1/2013,191G,Completed,"Kung, Theresa",5/14/2013,422410,Renewal,,,
Chicago City,2038-2048 W. Touhy Avenue Apartments,2038-2048 W. Touhy Avenue,Chicago,IL,60645,33,Retail,Active,Apartment,>24,1/31/2022,1/31/2012,150G,Completed,"Kung, Theresa",1/30/2012,413474,New Build,,,
Chicago City,2040 W. Belmont Apartments,2040 W. Belmont,Chicago,IL,60618,24,Retail,Active,Apartment,Auto-Renewed,6/10/2017,6/10/2012,950R,No Sale,"Cesario, James",5/20/2013,17694,Renewal,"Reassigned to Jim (PORTFOLIO) JM 10/29 - Currently in services agreement, 5-yr auto-renewals, expires 6/10/2017. High penetration, 71%. Bulk Opportunity. Rosen Mgmt?","Service, No New Agreement",Other...
Chicago City,2042 Clark Street Condominiums,2042 N. Clark Street,Chicago,IL,,10,Not Serviced,,Condominium,Not Serviced,,,,,,,423674,,,,
Chicago City,2043 N. Sheffield Avenue Apartments,2043 N. Sheffield Avenue,Chicago,IL,60614,6,Retail,Active,Apartment,>24,7/1/2023,7/1/2013,374B,Completed,"Perry, Kay'elen",6/28/2013,420846,Renewal,"Lakeview Associates, Inc. Portfolio",,
Chicago City,2045 E. 75th Street Apartments,2045 E. 75th Street,Chicago,IL,60649,10,Retail,Active,Apartment,>24,8/31/2021,8/31/2011,977G,Completed,"Butler, David",8/31/2011,409415,Renewal,This portfolio is over 2500 units and growing.,,
Chicago City,2046-50 W HOOD AVE,2046-50 W HOOD AVE,CHICAGO,IL,60659,23,Retail,,Condominium,No Contract,,,390D,,,,294316,,,,
Chicago City,2047-2049 N. Hoyne Avenue Apartments,2047-2049 N. Hoyne Avenue,Chicago,IL,60647,14,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,567G,Completed,"Butler, David",6/22/2012,416860,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2048 N. Cleveland Avenue Apartments,2048 N. Cleveland Avenue,Chicago,IL,60614,52,Retail,,Apartment,No Contract,,,778X,No Sale,"Metzer, Joshua",3/17/2013,416099,Renewal,"Monterey 64%, 4806 Linder 63%, 2048 Cleveland 41%, no contract. Left vmail for Tom Audino. They have two buildings in Printers Row they want wired for Comcast.","Service, No New Agreement",Other...
Chicago City,2048-2050 N. Kostner Avenue Apartments,2048-2050 N. Kostner Avenue,Chicago,IL,60639,13,Retail,,Apartment,No Contract,,,757A,No Sale,"Kung, Theresa",10/27/2014,422462,Renewal,,"Service, No New Agreement",Other...
Chicago City,2048-50 W. Chase Avenue Apartments,2048-50 W. Chase Avenue,Chicago,IL,60645,20,Retail,Active,Apartment,>24,1/6/2020,1/6/2005,840M,,,,178570,,,,
Chicago City,2050 - 2060 E. 72nd Place Apartments (Hyde Park Realty Portfolio),2050 - 2060 E. 72nd Place,Chicago,IL,60649,18,Retail,Expired,Apartment,Expired,9/22/2010,9/22/2000,987G,,,,409049,,,,
Chicago City,205-09 E 42nd Street Apartments,205-09 E 42nd Street,Chicago,IL,60653,18,Retail,Expired,Apartment,Expired,10/15/2006,10/15/2001,827D,,,,72644,,,,
Chicago City,2051 E. 75th Street Apartments,2051 E. 75th Street,Chicago,IL,60649,6,Retail,Active,Apartment,>24,8/31/2021,8/31/2011,163Y,Completed,"Butler, David",8/31/2011,409416,Renewal,This portfolio is over 2500 units and growing.,,
Chicago City,2052 N Lincoln Park West,2052 N Lincoln Park West,Chicago,IL,60614,91,Not Serviced,,Apartment,Not Serviced,,,4930,,,,429671,,,,
Chicago City,2054-56 W. Augusta Condominiums,2054-56 W. Augusta,Chicago,IL,60622,6,Retail,Active,Condominium,Auto-Renewed,5/28/2017,5/28/2012,,,,,17608,,,,
Chicago City,2055 - 2059 N. Dayton Avenue Apartments (Kass Management Services Portfolio),2055 - 2059 N. Dayton Avenue,Chicago,IL,60614,15,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409271,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,2055 W. Balmoral Nursing Center,2055 W. Balmoral,Chicago,IL,60625,213,Not Serviced,,Nursing Home,Not Serviced,,,,,,,204227,,,,
Chicago City,206 E 48TH ST / 4749-59 S INDIANA,206 E 48TH ST / 4749-59 S INDIANA,CHICAGO,IL,60615,14,Retail,,Apartment,No Contract,,,726D,,,,179120,,,,
Chicago City,2060-62 W NORTH AVE / 1609 N. HOYNE,2060-62 W NORTH AVE / 1609 N. HOYNE,CHICAGO,IL,60647,6,Not Serviced,,Condominium,Not Serviced,,,,,,,198659,,,,
Chicago City,2064 N CALIFORNIA AVE,2064 N CALIFORNIA AVE,CHICAGO,IL,60647,18,Retail,,Condominium,No Contract,,,844D,,,,185373,,,,
Chicago City,2076 N. Humboldt,2076 N. Humboldt,Chicago,IL,60647,8,Retail,Expired,Apartment,Expired,11/30/2000,10/30/2000,5129,,,,74165,,,,
Chicago City,21 E. Chestnut Condominiums,21 E. Chestnut Street,Chicago,IL,60611,161,Bulk,Active,Condominium,>12<=24,4/21/2017,9/21/2011,682E,Completed,"Butler, David",9/21/2011,11939,Renewal,My contact is Mike Kravitz 312-485-9868. I believe he is a member of the board or communicatins committee. I left a message to follow-up with him.,,
Chicago City,21 W. Chestnut Condominiums,21 W. Chestnut Street,Chicago,IL,60610,124,Not Serviced,,Condominium,Not Serviced,,,,Final Contract Sent,"Thompson, Michael*",9/16/2015,423034,Win Back,"This 130 units building + office, fitness & party Rm has 17 floors with parking from the 1st to the 4th fl, and units from the 5th to 17 floor, with 10 units per floor. (Note: some units are combined). The building is currently serviced by RCN from t",,
Chicago City,210 E. Pearson Condominiums,210 E. Pearson Street,Chicago,IL,60611,61,Not Serviced,,Condominium,Not Serviced,,,605H,Contract Document Review,"Herreweyers, Joe",8/25/2015,11004,Win Back,We are at $28.29 for a bulk digital starter rate. They are currently at $21.91. They are asking for a three year deal and I have told them that I would consider a coterminous 5 year deal. Sheila Finkel is their property manager.,Terminate Service,Competitive Service Offering
Chicago City,2100 N. Clark Street Apartments,2100 N. Clark Street,Chicago,IL,60614,33,Retail,,Apartment,No Contract,,,560P,,,,10478,,,,
Chicago City,2100 S. Marshall Apartments,2100 S. Marshall Boulevard,Chicago,IL,60623,56,Retail,Active,Apartment,>24,7/2/2024,7/2/2009,973E,Completed,"Neufeld, Richard",7/9/2009,186995,New Build,Building has Dish vendor MDU Communications retail only. Owner wants Comcast to overbuild and pay $100 door fee for Marketing rights. AE has requested approvals,,
Chicago City,2100 W. Fargo Apartments,2100 - 2110 W. Fargo,Chicago,IL,60645,37,Retail,Active,Apartment,>24,5/15/2025,5/15/2015,860N,Completed,"Corbin, Denise",4/30/2015,194930,Renewal,,,
Chicago City,2100-10 W. Montrose Condominiums,2100-10 W. Montrose,Chicago,IL,60618,25,Retail,,Condominium,No Contract,,,1736,No Sale,"Neufeld, Richard",8/19/2010,381177,Renewal,Association requesting double play bulk quote,"Service, No New Agreement",Other...
Chicago City,2101 - 2103 N. Seminary Avenue Apartments (Kass Management Services Portfolio),2101 - 2103 N. Seminary Avenue,Chicago,IL,60614,23,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409218,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,2101 E. 67th Street Condominiums,2101 E. 67th Street,Chicago,IL,60649,43,Retail,Active,Condominium,Auto-Renewed,7/29/2017,7/29/2015,237B,,,,192546,,,,
Chicago City,2101 S. Michigan Apartments,2101 S. Michigan Avenue,Chicago,IL,60616,250,Retail,Active,Apartment,>24,12/10/2022,12/10/2007,716W,,,,10841,,,,
Chicago City,2103-23 W. Berwyn Apartments,2103-23 W. Berwyn Avenue,Chicago,IL,60625,40,Retail,,Apartment,No Contract,,,609C,No Sale,"Cesario, James",9/10/2013,423382,Renewal,Chicago Apartment Finders decided not to move forward with any new agreements at this time.,"Service, No New Agreement",Other...
Chicago City,2108 S. Princeton Apartments,2108 S. Princeton Avenue,Chicago,IL,60616,91,Not Serviced,Expired,Apartment,Not Serviced,2/11/2014,8/11/2013,,No Sale,"Perry, Kay'elen",11/20/2013,10218,Renewal,,"Service, No New Agreement",Competitive Service Offering
Chicago City,211 - 217 E. 71 Street Apartments,211 - 217 E. 71 Street,Chicago,IL,60619,21,Retail,Active,Apartment,>24,8/31/2021,8/31/2011,164Y,Completed,"Butler, David",8/31/2011,409455,Renewal,This portfolio is over 2500 units and growing.,,
Chicago City,211 E. Delaware Place Apartments,211 E. Delaware Place,Chicago,IL,60611,125,Not Serviced,,Apartment,Not Serviced,,,,No Sale,"Metzer, Joshua",10/22/2012,416251,Win Back,BJB provides free TV to all their properties through DirecTV and Internet through Supernova.,No Right To Service,Competitive Service Offering
Chicago City,2110 N. Halsted Apartments,2110 N. Halsted Street,Chicago,IL,60614,4,Retail,Active,Apartment,>24,9/29/2026,9/29/2011,280F,Completed,"Butler, David",9/29/2011,407432,Renewal,,,
Chicago City,2113 N. Kedzie,2113 N. Kedzie,Chicago,IL,60647,5,Retail,Expired,Apartment,Expired,11/30/1998,10/30/1998,4986,,,,74327,,,,
Chicago City,2115 N. Sedgwick Street Apartments,2115 N. Sedgwick Street,Chicago,IL,60614,30,Retail,Active,Apartment,>24,9/1/2020,9/1/2015,957Q,,,,409635,,,,
Chicago City,2115 West Farwell Condominiums,2115 W. Farwell Avenue,Chicago,IL,60645,66,Retail,,Condominium,No Contract,,,780X,No Sale,"Kung, Theresa",8/17/2012,417113,Renewal,see Jackson Park Supportive,"Service, No New Agreement",Other...
Chicago City,2118 N. Whipple Street Apartments,2118 N. Whipple Street,Chicago,IL,60647,5,Retail,Active,Apartment,>24,7/1/2023,7/1/2013,208E,Completed,"Cesario, James",6/25/2013,413176,Renewal,,,
Chicago City,212 W. Washington Condominiums,212 W. Washington Street,Chicago,IL,60606,183,Bulk,Active,Condominium,>24,9/30/2020,9/30/2015,845M,Completed,"Metsa, Lori",6/22/2015,75906,Renewal,,,
Chicago City,2120-24 W. Washington Condominiums,2120-24 W. Washington,Chicago,IL,60612,26,Retail,Active,Condominium,>24,3/9/2021,3/9/2006,384B,,,,208789,,,,
Chicago City,2121 West Division,2121 West Division,Chicago,IL,60622,9,Retail,Expired,Apartment,Expired,2/12/2000,1/12/2000,5071,,,,74231,,,,
Chicago City,212-226 E. 69th Place Apartments,212-226 E. 69th Place,Chicago,IL,60637,25,Retail,Active,Apartment,>24,12/31/2022,12/31/2012,384V,Completed,"Butler, David",12/20/2012,409715,Renewal,,,
Chicago City,2124 N Hudson Avenue,2124 N Hudson Avenue,Chicago,IL,60614,15,Retail,,Condominium,No Contract,,,438C,,,,218589,,,,
Chicago City,2128 N. Hudson Avenue Apartments (Metropolitan Rental Corporation Portfolio),2128 N. Hudson Avenue,Chicago,IL,60614,35,Retail,Active,Apartment,>24,9/1/2020,9/1/2015,957Q,,,,409633,,,,
Chicago City,2130 N. Lincoln Park West Condominiums,2130 N. Lincoln Park West,Chicago,IL,60614,33,Bulk,Active,Condominium,>24,11/29/2020,11/29/2013,611E,Completed,"Metsa, Lori",12/10/2013,10567,Renewal,,,
Chicago City,2130 W BERTEAU AVE,2130 W BERTEAU AVE,Chicago,IL,60618,80,Retail,,Apartment,No Contract,,,1849,Unassigned,,4/17/2014,386528,Renewal,,,
Chicago City,2131 N. Rockwell,2131 N. Rockwell,Chicago,IL,60647,42,Retail,Expired,Apartment,Expired,9/14/2000,8/14/2000,,,,,74183,,,,
Chicago City,2134 W. Concord Place Apartments,2134 W. Concord Place,Chicago,IL,60647,7,Retail,Active,Apartment,>24,7/1/2023,7/1/2013,209E,Completed,"Cesario, James",6/25/2013,413177,Renewal,,,
Chicago City,2135 - 2137 N. Southport Apartments,2135 - 2137 N. Southport,Chicago,IL,60614,6,Retail,Franchise,Apartment,LOF,,2/11/1998,,,,,9479,,,,
Chicago City,2137 N. Sheffield Avenue Apartments,2137 N. Sheffield Avenue,Chicago,IL,60614,6,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,291E,Completed,"Butler, David",6/22/2012,416861,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2140 N. Lincoln Park West Apartments,2140 N. Lincoln Park West,Chicago,IL,60614,100,Retail,,Apartment,No Contract,,,258Z,Contract Document Review,"Cesario, James",8/3/2015,402760,Renewal,,,
Chicago City,2140 W DEVON AVE,2140 W DEVON AVE,CHICAGO,IL,60659,8,Not Serviced,,Condominium,Not Serviced,,,,,,,231691,,,,
Chicago City,2143 W. Wellington Condominiums,2143 W. Wellington Avenue,Chicago,IL,60618,24,Retail,Active,Condominium,>24,2/15/2024,2/15/2014,787D,Completed,"Kung, Theresa",2/25/2014,426421,Renewal,,,
Chicago City,2144 N. Lincoln Park West Condominiums,2144 N. Lincoln Park West,Chicago,IL,60614,91,Not Serviced,,Condominium,Not Serviced,,,4900,Negotiating,"Taylor, Bryant",9/11/2015,10959,Win Back,,,
Chicago City,2145 W Lake Street Apartments,2145 W Lake Street,Chicago,IL,60612,139,Not Serviced,,Apartment,Not Serviced,,,1453,,,,429666,,,,
Chicago City,2146 N. Halsted Street Apartments,2146 N. Halsted Street,Chicago,IL,60614,6,Retail,Active,Apartment,>24,9/29/2026,9/29/2011,281F,Completed,"Butler, David",9/29/2011,407435,Renewal,,,
Chicago City,2149 - 2159 N. Seminary Avenue Apartments (Kass Management Services Portfolio),2149 - 2159 N. Seminary Avenue,Chicago,IL,60614,18,Retail,Expired,Apartment,Expired,3/19/2006,3/19/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409272,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,215 E. 68th Street Apartments,215 E. 68th Street,Chicago,IL,60637,6,Retail,Active,Apartment,>24,11/30/2021,11/30/2011,155Y,Completed,"Butler, David",11/30/2011,412941,Win Back,,,
Chicago City,215 W. Washington Apartments,215 W. Washington Street,Chicago,IL,60606,389,Retail,Active,Apartment,>24,1/28/2019,1/28/2009,983H,Completed,"Butler, David",6/4/2009,356645,New Build,My contact is Ken Seaton. Ken is a consultant hired by Jupiter Realty to give recomendations and review contracts. Ken's direct number is 847-895-4263 and his email address is kwseaton@hotmail.com. I sent a counter offer including 5 standard servi,,
Chicago City,2150 W DEVON AVE,2150 W DEVON AVE,CHICAGO,IL,60659,8,Not Serviced,,Condominium,Not Serviced,,,,,,,231692,,,,
Chicago City,2150 W. Irving Park Road Apartments,2150 W. Irving Park Road,Chicago,IL,60618,6,Retail,Active,Apartment,Auto-Renewed,7/11/2016,7/11/2011,5164,,,,17488,,,,
Chicago City,2152 W. Fletcher Street Apartments,2152 W. Fletcher Street,Chicago,IL,60618,5,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,587G,Completed,"Butler, David",6/22/2012,416862,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2157 N DAMEN AVE,2157 N DAMEN AVE,CHICAGO,IL,60647,19,Retail,,Condominium,No Contract,,,765D,,,,393402,,,,
Chicago City,2158 West Grand Avenue Condominiums,2158 West Grand Avenue,Chicago,IL,60612,32,Retail,Active,Condominium,>24,2/13/2019,2/13/2004,903C,,,,84562,,,,
Chicago City,219 E. Lake Shore Drive Condominiums (Account Master CSG Billing Name),219 E. Lake Shore Drive,Chicago,IL,60611,44,Bulk,Active,Condominium,>12<=24,4/19/2017,4/19/2007,674E,,,,9141,,,,
Chicago City,22 North Aberdeen Apartments,22 N. Aberdeen Street,Chicago,IL,60607,27,Retail,Active,Apartment,>24,6/30/2023,6/30/2013,181F,Completed,"Cesario, James",5/17/2013,422064,New Build,,,
Chicago City,220 E. Walton Place Condominiums,220 E. Walton Place,Chicago,IL,60611,20,Bulk,Active,Condominium,Auto-Renewed,7/18/2016,7/18/2015,677E,Unassigned,,3/10/2014,11243,Renewal,"Letter sent 1/10/13. JM 10/29 - Currently in bulk contract on auto-renewal, expires 7/18/2013, OPPORTUNITY.",,
Chicago City,2200 W. Madison Condominiums,2220-44 W. Madison,Chicago,IL,60612,33,Retail,Active,Condominium,>24,8/1/2023,8/1/2008,795C,Completed,"Neufeld, Richard",10/6/2008,358747,New Build,,,
Chicago City,2200-2206 W. Foster Avenue Apartments,2200-2206 W. Foster Avenue,Chicago,IL,60625,25,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,568G,Completed,"Butler, David",6/22/2012,416864,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2202 - 2220 N. Clark Apartments,"2202, 2208, 2214, 2220 N. Clark Street",Chicago,IL,60614,28,Retail,Active,Apartment,>24,8/7/2019,8/7/2009,982H,Completed,"Butler, David",8/12/2009,364545,Renewal,,,
Chicago City,2207 E. 75th Street Apartments,2207 E. 75th Street,Chicago,IL,60649,25,Retail,Active,Apartment,>24,8/31/2021,8/31/2011,469L,Completed,"Butler, David",8/31/2011,409421,Renewal,This portfolio is over 2500 units and growing.,,
Chicago City,221 E. Walton Condominiums,221 E. Walton Place,Chicago,IL,60611,27,Bulk,Active,Condominium,Auto-Renewed,3/9/2019,3/9/2009,255K,Completed,"Butler, David",3/11/2009,362229,Renewal,"This contract has been signed by the client, they are up and running and waiting for the fully executed contract from Comcast.",,
Chicago City,2210 W. Wabansia,2210 W. Wabansia,Chicago,IL,60647,30,Retail,Expired,Apartment,Expired,1/5/1998,12/5/1997,4916,,,,74389,,,,
Chicago City,2211 N. Milwaukee Apartments,2211 N. Milwaukee Avenue,Chicago,IL,60647,120,Not Serviced,,Apartment,Not Serviced,,,,Contract Document Review,"Taylor, Bryant",7/20/2015,435014,New Build,,,
Chicago City,2214 N. Sedgwick Street Condominiums,2214 N. Sedgwick Street,Chicago,IL,60614,8,Retail,,Condominium,No Contract,,,986G,,,,229643,,,,
